Author,Material,w,w_e,w_mf,FG,T,p,d_p,rho_p,eps_mf,phi_s,d_t,p_h,p_v,w_p,h
Grewal,Silica,0.399146017573012,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,370.960156691874
Grewal,Silica,0.0948964539467739,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.1001,0.0866891429188223,0,311.635890399481
Grewal,Silica,0.145484621924693,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.1001,0.0866891429188223,0,334.243877914406
Grewal,Silica,0.196109229118151,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.1001,0.0866891429188223,0,360.577748915935
Grewal,Silica,0.24784111735201,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.1001,0.0866891429188223,0,375.13040199426
Grewal,Silica,0.304713281699197,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.1001,0.0866891429188223,0,390.273006263485
Grewal,Silica,0.359033527471235,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.1001,0.0866891429188223,0,394.483576680562
Grewal,Silica,0.393021883565977,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.1001,0.0866891429188223,0,394.771351362675
Grewal,Silica,0.326616874312937,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.05005,0.0433445714594111,0,208.715361777647
Grewal,Silica,0.364345555607773,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.05005,0.0433445714594111,0,217.799787224464
Grewal,Silica,0.399898414466519,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.05005,0.0433445714594111,0,227.882362140171
Grewal,Silica,0.43632678757866,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.05005,0.0433445714594111,0,232.063756838791
Grewal,Silica,0.472781485963565,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.05005,0.0433445714594111,0,238.773863202864
Grewal,Silica,0.508889568397351,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.05005,0.0433445714594111,0,242.189265971789
Grewal,Silica,0.547322450359881,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.05005,0.0433445714594111,0,243.916728469509
Grewal,Silica,0.472842113816016,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.05005,0.0433445714594111,0,244.597562796032
Grewal,Silica,0.508640276230369,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.05005,0.0433445714594111,0,248.243132776199
Grewal,Silica,0.547223730629098,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.05005,0.0433445714594111,0,249.434059724055
Grewal,Silica,0.32753227535345,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.1001,0.0866891429188223,0,206.645562871854
Grewal,Silica,0.363117841279997,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.1001,0.0866891429188223,0,219.869870462822
Grewal,Silica,0.399487381448473,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.1001,0.0866891429188223,0,233.399977727282
Grewal,Silica,0.435987550743759,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.1001,0.0866891429188223,0,244.477858786232
Grewal,Silica,0.473854040800554,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.1001,0.0866891429188223,0,251.799706663571
Grewal,Silica,0.510157368909147,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.1001,0.0866891429188223,0,258.969720951282
Grewal,Silica,0.561728947673835,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0286,0.1001,0.0866891429188223,0,262.754187389377
Grewal,Alumina,0.196843797790799,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0286,0.05005,0.0433445714594111,0,266.291835317391
Grewal,Alumina,0.256426150004387,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0286,0.05005,0.0433445714594111,0,298.169452764937
Grewal,Alumina,0.326529877083045,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0286,0.05005,0.0433445714594111,0,317.727792470169
Grewal,Alumina,0.396871552168474,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0286,0.05005,0.0433445714594111,0,331.50231843595
Grewal,Alumina,0.473818497987293,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0286,0.05005,0.0433445714594111,0,336.583235708824
Grewal,Alumina,0.545860940177519,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0286,0.05005,0.0433445714594111,0,338.545663718056
Grewal,Alumina,0.195627192791088,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0286,0.1001,0.0866891429188223,0,273.283270082005
Grewal,Alumina,0.254479759080071,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0286,0.1001,0.0866891429188223,0,309.500326194468
Grewal,Alumina,0.399350521442053,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0286,0.1001,0.0866891429188223,0,354.86871549529
Grewal,Alumina,0.471401229892161,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0286,0.1001,0.0866891429188223,0,363.578107791488
Grewal,Alumina,0.562804548931862,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0286,0.1001,0.0866891429188223,0,368.135710928567
